iter	Logloss
279	0.2532940927
280	0.2532805705
281	0.2532667677
282	0.2532577475
283	0.253243736
284	0.2532211465
285	0.253042784
286	0.253031822
287	0.2530214586
288	0.2530074014
289	0.2529953605
290	0.252986861
291	0.2529779932
292	0.2529630057
293	0.2529423801
294	0.2529355268
295	0.2529221422
296	0.2529059202
297	0.2528904771
298	0.2528831497
299	0.2528728351
300	0.2528644007
301	0.2528452293
302	0.25283229
303	0.2528214787
304	0.2528063335
305	0.2527985017
306	0.2527881782
307	0.252773787
308	0.2527618811
309	0.2527502308
310	0.2527405141
311	0.2527211033
312	0.2527095779
313	0.252702198
314	0.2526905628
315	0.2526796457
316	0.2526679254
317	0.2526562944
318	0.2526483412
319	0.2526021574
320	0.2525922475
321	0.2525788941
322	0.2525702888
323	0.2525597999
324	0.2525452629
325	0.2525340827
326	0.2525239529
327	0.2525128388
328	0.2524879306
329	0.2524807319
330	0.2524698237
331	0.2524629642
332	0.2524531406
333	0.2524425883
334	0.252431882
335	0.25242411
336	0.2524113876
337	0.2524037573
338	0.2523904951
339	0.2523834125
340	0.2523702063
341	0.2523619571
342	0.2523548449
343	0.2523349405
344	0.2523279713
345	0.2523101238
346	0.252299918
347	0.2522860095
348	0.2522747687
349	0.252262193
350	0.2522556636
351	0.2522497256
352	0.2522331796
353	0.2522230035
354	0.2522131949
355	0.2522012193
356	0.252192776
357	0.2521864741
358	0.2521743529
359	0.2521347158
360	0.2521231456
361	0.2521182693
362	0.2521064487
363	0.2520914497
364	0.2520851154
365	0.2520764771
366	0.2520665344
367	0.2520555997
368	0.2520452352
369	0.252035662
370	0.2520268014
371	0.252016342
372	0.2520050923
373	0.2519935246
374	0.2519829114
375	0.2519737718
376	0.2519624763
377	0.2519524498
378	0.2519388048
379	0.2519258642
380	0.2519168036
381	0.2519061047
382	0.2518945913
383	0.2518807383
384	0.2518314642
385	0.2518254924
386	0.2518117998
387	0.251800916
388	0.2517950689
389	0.2517864125
390	0.2517764337
391	0.2517672986
392	0.2517592399
393	0.2517536249
394	0.2517443521
395	0.2517346721
396	0.2517261486
397	0.2517183405
398	0.2517051086
399	0.2516928302
400	0.2516846349
401	0.2516768854
402	0.2516692205
403	0.2516616563
404	0.251651227
405	0.2516373264
406	0.2516261566
407	0.2516170085
408	0.2516068423
409	0.2515949197
410	0.2515859017
411	0.2515779744
412	0.251567923
413	0.2515537689
414	0.2515417813
415	0.2515356756
416	0.2513651539
417	0.2513555392
418	0.2513448192
419	0.2513281097
420	0.2513161822
421	0.2513040124
422	0.2512937638
423	0.2512883325
424	0.2512804594
425	0.2512660396
426	0.251252661
427	0.2512444305
428	0.2512298451
429	0.2512200193
430	0.2512113391
431	0.2511987564
432	0.2511889608
433	0.251176997
434	0.2511709332
435	0.2511626357
436	0.2511512076
437	0.2511408365
438	0.2511306498
439	0.2511168156
440	0.2511110429
441	0.2510989731
442	0.2510877967
443	0.2510818509
444	0.2510759444
445	0.2510699199
446	0.2510640745
447	0.2510582408
448	0.2510239667
449	0.251014552
450	0.2510048547
451	0.2509946025
452	0.2509821196
453	0.2509720781
454	0.2509656188
455	0.2509575119
456	0.2509496223
457	0.250939598
458	0.2509257492
459	0.2509136218
460	0.2509021583
461	0.2508924321
462	0.2508823392
463	0.2508722143
464	0.2508598454
465	0.2508540908
466	0.2508431078
467	0.2508315528
468	0.2508175969
469	0.2508054937
470	0.2507949046
471	0.2507834868
472	0.2507748023
473	0.2507637299
474	0.250756668
475	0.2507422577
476	0.2507301655
477	0.2507256152
478	0.2507159591
479	0.2507060214
480	0.250689536
481	0.2506792744
482	0.2506704771
483	0.250663964
484	0.2506541064
485	0.2506435656
486	0.2506368258
487	0.2506272999
488	0.2506190539
489	0.250605531
490	0.2505954495
491	0.2505857449
492	0.2505772995
493	0.2505638838
494	0.2505589004
495	0.250546354
496	0.25053408
497	0.2505242589
498	0.2505143076
499	0.2505035714
500	0.2504947798
501	0.2504821177
502	0.2504727552
503	0.2504649888
504	0.2504554772
505	0.2504475484
506	0.2504368905
507	0.2504282052
508	0.2503855551
509	0.2503767938
510	0.2503698635
511	0.2503614193
512	0.2503527739
513	0.2503454696
514	0.2503413233
515	0.2503323327
516	0.2503285098
517	0.2503203555
518	0.250308936
519	0.2503014642
520	0.250290508
521	0.250279709
522	0.2502702267
523	0.2502632321
524	0.2502550883
525	0.2502438284
526	0.250236257
527	0.2502274555
528	0.2502194878
529	0.250209371
530	0.2501987915
531	0.2501841762
532	0.2501751819
533	0.2501619264
534	0.2501540412
535	0.2501432392
536	0.2501365115
537	0.2501267529
538	0.2501165096
539	0.2501127259
540	0.2501011779
541	0.2500941834
542	0.2500829343
543	0.250071277
544	0.2500623276
545	0.2500544047
546	0.2500455627
547	0.250041639
548	0.250033968
549	0.2499258081
550	0.2499219304
551	0.2499137229
552	0.2499075826
553	0.2498950271
554	0.2498893787
555	0.2498850711
556	0.249870991
557	0.249865615
558	0.2498598357
559	0.2498517996
560	0.2498408038
561	0.2498318321
562	0.2498228758
563	0.2498171285
564	0.2498071428
565	0.2497970594
566	0.2497886453
567	0.249784569
568	0.2497767268
569	0.2497651792
570	0.2497606271
571	0.2497505087
572	0.2497454659
573	0.2497377055
574	0.2497314443
575	0.2497211241
576	0.2497091247
577	0.2496976994
578	0.2496911025
579	0.2496823812
580	0.2496708391
581	0.2496651182
582	0.2496551349
583	0.2496440918
584	0.249636142
585	0.2496267289
586	0.2496193306
587	0.2496105368
588	0.2496006146
589	0.2495927393
590	0.2495832042
591	0.2495759732
592	0.2495681224
593	0.2495595779
594	0.249551023
595	0.2495450083
596	0.2495358594
597	0.2495262695
598	0.2495169938
599	0.2495092056
600	0.2495032551
601	0.2494944615
602	0.2494905335
603	0.2494878027
604	0.2494758472
605	0.2494674323
606	0.2494594667
607	0.2494503528
608	0.2494474928
609	0.2494386557
610	0.2494281065
611	0.2494244926
612	0.2493009338
613	0.2492920534
614	0.2492856781
615	0.2492823378
616	0.2492739831
617	0.249268191
618	0.2492552084
619	0.249249402
620	0.2492422495
621	0.2492350681
622	0.249224792
623	0.249214402
624	0.2492048498
625	0.2491963442
626	0.2491878963
627	0.2491756742
628	0.2491659902
629	0.2491583533
630	0.2491504059
631	0.2491404465
632	0.2491365959
633	0.2491301402
634	0.249120127
635	0.2491118181
636	0.2491043339
637	0.249096308
638	0.249088031
639	0.2490793413
640	0.2490721345
641	0.2490639702
642	0.2490571684
643	0.2490488951
644	0.2490485613
645	0.2490410167
646	0.2490312922
647	0.2490231241
648	0.2490121953
649	0.2490042156
650	0.2490001954
651	0.2489915954
652	0.2489784208
653	0.2489711858
654	0.2489669769
655	0.2489592606
656	0.2489532811
657	0.2489471045
658	0.2489404557
659	0.248931593
660	0.2489201047
661	0.2489068809
662	0.2488977212
663	0.2488942499
664	0.2488883524
665	0.2488786245
666	0.2488740944
667	0.2488657186
668	0.2488317035
669	0.2488314477
670	0.2488198299
671	0.248811624
672	0.2488057526
673	0.2487994133
674	0.2487914587
675	0.2487821803
676	0.2487743912
677	0.2487665941
678	0.2487569919
679	0.2487531255
680	0.2487454003
681	0.2487407763
682	0.2487325787
683	0.2487209123
684	0.2487148186
685	0.2487082207
686	0.2486995596
687	0.2486909894
688	0.2486837914
689	0.2486738653
690	0.2486695109
691	0.2486628638
692	0.2486552295
693	0.2486427138
694	0.2486354994
695	0.2486257182
696	0.2486157745
697	0.2486096673
698	0.2486028281
699	0.2485907446
700	0.2485869029
701	0.2485810141
702	0.2485746398
703	0.2485645326
704	0.2485488096
705	0.2485437807
706	0.2485399025
707	0.2485312137
708	0.2485239291
709	0.2485152002
710	0.2485065779
711	0.2484981875
712	0.2484899911
713	0.2484801858
714	0.2484719753
715	0.2484628033
716	0.2484551271
717	0.248446466
718	0.2484373079
719	0.2484299311
720	0.248425073
721	0.2484195077
722	0.2484163456
723	0.2484092784
724	0.2484007253
725	0.2483924509
726	0.2483839428
727	0.2483776706
728	0.2483699749
729	0.2483636678
730	0.2483544104
731	0.2483467342
732	0.2483398789
733	0.2483320127
734	0.2483232421
735	0.2483133744
736	0.2483043614
737	0.2482974953
738	0.2482905785
739	0.2482807997
740	0.2482711223
741	0.2482615612
742	0.2482527354
743	0.2482451701
744	0.2482378106
745	0.2482318442
746	0.2482228092
747	0.2482181395
748	0.2482090493
749	0.2481995883
750	0.2481930585
751	0.2481820153
752	0.2481747857
753	0.2481684847
754	0.2481626958
755	0.2481603655
756	0.248153377
757	0.2481426805
758	0.2481425326
759	0.2481323574
760	0.2481276202
761	0.2481195688
762	0.2481111959
763	0.2481031151
764	0.2480949491
765	0.2480845419
766	0.2480760075
767	0.2480667974
768	0.2480604294
769	0.248053524
770	0.2480448843
771	0.2480377803
772	0.2480303186
773	0.2480213342
774	0.2480165413
775	0.2480106683
776	0.2480032078
777	0.2479970868
778	0.247991793
779	0.2479841945
780	0.2479770295
781	0.2479724597
782	0.2479671889
783	0.2479600185
784	0.2479527473
785	0.2479459264
786	0.2479425453
787	0.2479391299
788	0.2479309651
789	0.2479203123
790	0.2479150161
791	0.2479029668
792	0.2478963942
793	0.2478865152
794	0.2478790719
795	0.247869285
796	0.2478607804
797	0.2478502698
798	0.2478394055
799	0.2478299316
800	0.2478274675
801	0.2478200214
802	0.2478126784
803	0.2478048848
804	0.2477974455
805	0.2477889778
806	0.2477806167
807	0.2477721858
808	0.2477655788
809	0.2477555105
810	0.2477476393
811	0.2477437543
812	0.2477376805
813	0.2477335868
814	0.2477277813
815	0.2477196205
816	0.2477128154
817	0.2477062857
818	0.2477013734
819	0.2476963477
820	0.2476873008
821	0.2476811947
822	0.2476711657
823	0.2476643889
824	0.2476537339
825	0.2476483007
826	0.2476404465
827	0.2476308261
828	0.2476208776
829	0.2476120618
830	0.2476064667
831	0.2475938052
832	0.2475862066
833	0.2475814037
834	0.2475686301
835	0.2475619443
836	0.2475508875
837	0.2475472148
838	0.2475412229
839	0.2475372069
840	0.2475338081
841	0.247529832
842	0.2475264628
843	0.2475186454
844	0.2475104326
845	0.2475005635
846	0.2474899241
847	0.2474795711
848	0.2474680264
849	0.247460483
850	0.2474560749
851	0.2474494202
852	0.2474413368
853	0.2474322848
854	0.2474247857
855	0.2474161501
856	0.2474070163
857	0.2474017133
858	0.2473947078
859	0.2473898988
860	0.2473833591
861	0.2473749467
862	0.2473674929
863	0.2473599048
864	0.2473500331
865	0.2473430205
866	0.2473355961
867	0.2473240988
868	0.2473169686
869	0.2473127565
870	0.2473066072
871	0.2473009677
872	0.2472931168
873	0.2472866293
874	0.2472790252
875	0.247274078
876	0.2472683149
877	0.2472661195
878	0.247256676
879	0.2472502746
880	0.2472471991
881	0.2471457721
882	0.2471364467
883	0.2471299824
884	0.2471226319
885	0.2471153633
886	0.2471084405
887	0.2470999239
888	0.2470920594
889	0.2470841513
890	0.2470755284
891	0.2470647458
892	0.2470579289
893	0.2470501563
894	0.2470412336
895	0.2470312458
896	0.2470246665
897	0.247017674
898	0.2470097552
899	0.2470043122
900	0.2469951669
901	0.2469862645
902	0.2469808288
903	0.2469722065
904	0.2469658283
905	0.2469606108
906	0.2469531905
907	0.2469257271
908	0.2469202825
909	0.246905005
910	0.2468969469
911	0.2468904675
912	0.2468877848
913	0.2468788307
914	0.246870513
915	0.2468655194
916	0.2468586489
917	0.2468518089
918	0.2468456132
919	0.2468396437
920	0.2468358164
921	0.24682901
922	0.2468201665
923	0.2468173594
924	0.2468115956
925	0.2468040259
926	0.2467989217
927	0.2467913057
928	0.2467866127
929	0.2467767611
930	0.2467657791
931	0.246759399
932	0.2467538069
933	0.2467447503
934	0.2467399594
935	0.2467312405
936	0.2467256773
937	0.24671759
938	0.2467093754
939	0.2467014876
940	0.2466950662
941	0.2466895829
942	0.246683258
943	0.2466747232
944	0.2466675017
945	0.2466605527
946	0.2466572515
947	0.2466474074
948	0.24664063
949	0.2466318426
950	0.2466285944
951	0.2466242439
952	0.2466136284
953	0.2466071853
954	0.246604323
955	0.2465969132
956	0.2465897297
957	0.2465835126
958	0.2465758648
959	0.2465722424
960	0.2465667991
961	0.2465599197
962	0.2465541048
963	0.2465427668
964	0.2465366865
965	0.2465315753
966	0.246524079
967	0.2465107698
968	0.2464887171
969	0.2464815766
970	0.2464728196
971	0.2464654305
972	0.2464598274
973	0.2464498933
974	0.2464389515
975	0.2464326667
976	0.2464285013
977	0.2464181549
978	0.2464168987
979	0.2464096357
980	0.2463989898
981	0.246392423
982	0.2463867816
983	0.246380575
984	0.2463723677
985	0.2463660472
986	0.2463580835
987	0.24634938
988	0.246344896
989	0.2463372379
990	0.2463284543
991	0.2463224453
992	0.2463171312
993	0.2463091331
994	0.2463025384
995	0.2462940643
996	0.2462848535
997	0.2462783479
998	0.2462704174
999	0.2462629478
